"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert"
"#cerpen","none","Teman yang Baik\n\nRina dan Dini dikenal sebagai sahabat baik yang populer di sekolah. Meskipun berbeda kelas, tapi mereka selalu menghabiskan waktu istirahat bersama. Tidak ada yang meragukan eratnya persahabatan di antara mereka.\n\nMeski berbeda karakter, tetap tidak menghalangi kedekatan mereka. Rina merupakan seorang siswi pendiam yang tidak akan populer jika tidak bersama Dini. Sedangkan Dini cenderung seperti seorang pembual yang hobi memamerkan barang-barang milik Rina.\n\nSuatu hari pada sebuah acara pengundian hadiah, Rina terpilih menjadi salah satu pemenang. Ia datang bersama Dini. Di sana para pemenang diperbolehkan untuk memilih sendiri hadiah berupa voucher belanja dengan berbagai nominal.\n\nDari lima pemenang terpilih, Rina mendapat giliran keempat untuk mengambil hadiah. Rina melihat pemenang yang akan mengambil hadiah setelahnya, yaitu seorang ibu berpakaian lusuh dengan keempat anaknya yang masih kecil. Ia kemudian melihat voucher yang tersisa.\n\nMelihat nominal pada voucher yang tinggal dua pilihan, ia memilih voucher belanja dengan nominal paling rendah kemudian berbalik dan tersenyum pada ibu dan empat anaknya. Hal ini membuat Dini terkejut dan menganggapnya bodoh.\n\nDini kemudian mencoba menguji Rina dengan uang yang ia bawa. Ia meminta Rina untuk mengambil salah satu uang yang ia sodorkan. Sedikit bingung, Rina mengambil uang dengan nominal paling rendah.\n\nKeesokan harinya Dini bercerita kepada teman-temannya tentang kebodohan Rina. Untuk membuktikannya, Dini memanggil Rina ke hadapan teman-teman kelasnya.\n\n“Hai, Rin, aku ada uang nganggur nih. Kamu pilih yang mana? Aku kasih buat kamu.” Dini menyodorkan uang sejumlah Rp10.000 dan Rp20.000 kepada Rina.\n\nRina pun mengambil Rp10.000 dari Dini. Dini dan teman-temannya tertawa dan mengatakan bahwa Rina bodoh. Peristiwa ini tidak hanya terjadi satu atau dua kali. Beberapa teman Dini juga ikut-ikutan melakukan hal itu.\n\nRina tetap diam dipermalukan seperti itu. Dan setiap kali dipaksa untuk memilih, ia selalu bersikap tenang dan memilih uang dengan nominal yang paling rendah. Ia juga ikut tertawa ketika orang-orang menertawakannya.\n\nHingga suatu hari ketika Dini memamerkan kebodohan Rina pada salah seorang kakak kelas terpopuler bernama Rifki dihadapan teman-teman kelasnya. Dini kembali menyodorkan uang, kali ini bernominal Rp50.000 dan Rp100.000, kepada Rina dan memintanya memilih.\n\nLagi-lagi Rina memilih uang dengan nominal terendah. Semua orang tertawa, menertawakan Rina yang hanya tertunduk, kecuali Rifki. Ia tertegun mengamati siapa sebenarnya yang sedang membodohi siapa.\n\n“Lihat, Kak. Teman baikku yang satu ini unik kan?” kata Dini kembali mulai mempermalukan Rina.\n\n“Ya, dia memang unik dan cerdas. Jika saja ia memilih uang dengan nominal tertinggi dari awal, maka kalian tidak akan mau bermain dengannya bukan? Cobalah kalian hitung berapa ratus ribu yang sudah kalian keluarkan cuma-cuma,” kata Rifki.\n\nDia pintar, memilih bersabar untuk mengambil keuntungan lebih. Jadi, sebenarnya siapa yang sedang membodohi siapa?” lanjut Rifki tertawa.\n\nSemua orang terdiam mendengar penjelasan dari Kak Rifki. Seketika mereka merasa telah melakukan hal bodoh yang sia-sia. Sedangkan Rina tersenyum memandang Kak Rifki yang berbalik menertawakan Dini dan teman-temannya.\n\nPada akhirnya, bagi Rina teman yang baik itu selalu ada memberikan tambahan penghasilan tak terduga meski harus dibayar dengan kesabarannya. Tapi tidak apa-apa, setiap perbuatan pasti ada bayarannya dan perbuatan Dini dibayar dengan uang serta rasa malu.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#tekateki","none","Belut apa yg paling bahaya?\n\nbelut-ang banyak ental bangklut.<#>Kebo apa yg bikin kita lelah?\n\nkebogor jalan kaki.<#>Ada 5 orang yang berjalan dibawah 1 payung kecil tapi anehnya tidak seorang pun yang kehujanan, kenapa?\n\nKarena tidak hujan.<#>Kaki seribu kalo belok kiri kakinya berapa?\n\nTetep 1000, karena belok kiri jalan terus.<#>Mengapa burung terbang ke selatan saat musim dingin?\n\n\nSoalnya kalau dicabut berat.<#>Mengapa burung terbang ke selatan saat musim dingin?\n\nKarena jika harus berjalan terlalu jauh.<#>Orang apa yang berenang tapi rambutnya tak pernah basah?\n\n\nOrang botak.<#>Rambut putih namanya uban, rambut merah namanya pirang, kalo rambut hijau namanya apa?\n\nRambutan belum mateng.<#>Kenapa Superman bajunya pake huruf S?\n\nKarena kalau pake M atau XL kegedean.<#>Kue kue apa yang enak?\n\nKuewe kamu😂","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wakebal","none","*UPDATE WA KEBAL %day_of_week%/%day_of_month_short%/%month_name%/%year%*\n\nLink: https://whastsappkebal.blogspot.com/","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#reportbug","none","USERNAME: %name%\n\nACCOUNT : VIP USE\n\nDATE: %day_of_week%/%day_of_month_short%/%month_name%/%year%\n\nPOWER BOT: %battery%%\n\nBOT VERSION : %app_version%\n\nTIME/HOUR : %hour_of_day% Wita\n\nLAPORKAN BUG KE EMAIL KAMI\n\nEMAIL: venomreyy@gmail.com","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#infobot","none","*Raffa BOTz🤖*\n\n  \nBOT INFORMATION:\n\nUSERNAME: %name%\nACCOUNT : VIP USE\nBOT DATE: %day_of_week%/%day_of_month_short%/%month_name%/%year%\nPOWER BOT: %battery%%\nBOT VERSION : %app_version%\nTIME/HOUR : %hour_of_day% Wita\n\nDONASI:\n\nGopay: 089518922541\nPulsa: 085880892667\n\nSUBSCRIBE CHANNEL YOUTUBE\n****JALAN BIRU FF****\n\nFOLLOW INSTAGRAM BOTz\n****Raffa Akmj****","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"ajg//asw//asu//lol//tolol//gblk//goblok//kntl//kontol//memek//mek//mmk//pukimak//puki//pepek//ppk//jnck//lonte//lonthe//lont//sikak//celeng//yamete kudasai//ah ah ah//anjing//bangsat//bangsat//bngst//bangsat///fuck//anj","normal","*HY I'M BOT BY WANZ XPLOIT, PESAN ANDA TERGOLONG KATA KASAR, HARAP JAGA CARA BICARA ANDA*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#carainstall","none","*BERIKUT ADALAH CARA INSTALL NYA*\n\nLINK: https://youtu.be/bj-paqZEv5o","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#apkeditfoto","none","Seperti Yang Kita Ketahui\nTentunya Sudah Tidak Jarang Lagi\nOrang Orang Mengedit Fotonya\nAgar Terlihat Lebih Bagus\n\nBerikut Adalah Beberapa Apk\nYang Dapat Kita Gunakan Untuk\nEditing Foto Yang Telah Di Kumpulkan\nOleh FDL BOT 🤖\n\n1. *Pixellab* :\nhttps://play.google.com/store/apps/details?id=com.imaginstudio.imagetools.pixellab\n\n2. *PiscArt* :\nhttps://play.google.com/store/apps/details?id=com.picsart.studio\n\n3. *PicSay* : \nhttps://play.google.com/store/apps/details?id=com.shinycore.picsayfree\n\n4. *Photo Editor* :\nhttps://play.google.com/store/apps/details?id=com.iudesk.android.photo.editor\n\n5. *Pixlr*\nhttps://play.google.com/store/apps/details?id=com.pixlr.express","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#apkmusic","none","Bagi Pecinta Musik\nTentunya Tidak Jarang Dengan Aransemen Musik.\nPada Dasarnya Aransemen Musik Dibuat Di Laptop/PC , Tapi Karna Kecanggihan Teknologi bahkan Sekarang Kita Sudah Bisa Membuat Aransemen Musik Di Genggaman Kita ( *handphone* ) .\n\nBerikut Beberapa Apk Yang Dapat Kita Gunakan Untuk Membuat Musik \nYang Telah Dikumpulkan Oleh\nFDL BOT Whatsapp 🤖\n\n1. *FL studio mobile* :\nhttps://play.google.com/store/apps/details?id=com.imageline.FLM\n( *Aplikasi Ini Berbayar* )\n\n2. *Walk Band* :\nhttps://play.google.com/store/apps/details?id=com.gamestar.pianoperfect\n\n3. *n-Track Studio* :\nhttps://play.google.com/store/apps/details?id=com.ntrack.studio.demo\n\n4. *Music Studio Lite* : \nhttps://play.google.com/store/apps/details?id=com.xewton.musicstudiolite\n\n5. *Bandlab* :\nhttps://play.google.com/store/apps/details?id=com.bandlab.bandlab","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#ff","none","Garena Free Fire atau biasa disebut Free Fire (disingkat FF) adalah salah satu judul esports yang merupakan kombinasi dari genre battle royale dengan TPS (Third Person Shooter). Freefire di buat oleh perusahaan Garena.\n\nGame Ini Sudah Banyak Dimainkan Dikalangan Anak Remaja , Bahkan Sampai Orang Dewasapun Banyak Bermain Permainan Ini.\n\nJika Ingin *Download* Klik Saja \nLink Dibawah Ini ^_^ \n\n~ *Game Free Fire* \n \nhttps://play.google.com/store/apps/details?id=com.dts.freefireth","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#pubg","none","PlayerUnknown's Battlegrounds (sering disingkat PUBG) adalah sebuah permainan dengan genre battle royale, yang para pemainnya bisa bermain dengan 100 orang sekaligus secara daring. \n\nPUBG ini merupakan salah satu permainan battle royale yang bisa dimainkan melalui handphone atau pc.\n\nAnda bisa mengajak teman untuk bergabung dalam tim atau menemui para pemain baru di dalam game saat sedang bermain.\n\n\n_Kamu Ingin Memainkannya?_\n\nKlik Dibawah Ini Untuk *Download*\n\n~ *Game PUBG*\n\nhttps://play.google.com/store/apps/details?id=com.tencent.ig","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#ml","none","“MOBA kok analog?” Pasti kalimat ini sering didengar oleh para pemain esports Mobile Legends di Indonesia. Seiring dengan maraknya migrasi para game developer dari platform PC ke mobile, tak heran jika permainan Mobile Legends ini menjadi alternatif yang menarik bagi kamu yang ingin bermain MOBA secara praktis dan mudah.\n\nMobile Legends: Bang Bang (Mandarin: 无尽对决, pinyin: wújìn duìjié) adalah sebuah permainan peranti bergerak berjenis MOBA yang dikembangkan dan diterbitkan oleh Moonton.\n\nKalian Ingin *memainkannya?*\nLangsung klik dibawah ini\nUntuk *download*\n\n~ *Game Mobile Legends*\n\nhttps://play.google.com/store/apps/details?id=com.mobile.legends","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#amus","none","Among Us adalah sebuah permainan pemain jamak daring yang dikembangkan dan dipublikasikan oleh studio permainan asal Amerika Serikat, InnerSloth, dan dirilis pada tanggal 15 Juni 2018. \n\nAmong Us belakangan tengah naik daun dan bahkan sempat trending di Twitter, terlepas dari umurnya yang sudah menginjak 2 tahun. Among Us mencatatkan peningkatan unduhan hingga 661 persen atau setara 18,4 juta unduhan per Agustus 2020, dibandingkan bulan sebelumnya.\n\nDi platform mobile sendiri, Among Us telah diunduh sebanyak 86,6 juta kali, naik pada periode Agustus-September.\n\n\nGamenya *Lumayan* *Seru* Loh ^_^\n\nJika Kalian Ingin *Download*\nLangsung Klik Aja Dibawah Ini\n\n~ *Game Among US*\n\nhttps://play.google.com/store/apps/details?id=com.innersloth.spacemafia","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#dadu","none","🎲 Kamu Mendapatkan Angka *1*\n\nKamu Sangat Tidak Beruntung 🤣<#>🎲 Kamu Mendapatkan Angka *6*\n\nKamu Sangat  Beruntung 🤗<#>🎲 Kamu Mendapatkan Angka *5*\n\nKamu Lumayan Beruntung 😀<#>🎲 Kamu Mendapatkan Angka *2*\n\nKamu Sangat Tidak Beruntung 🤣<#>🎲 Kamu Mendapatkan Angka *3*\n\nKamu Sangat Tidak Beruntung 🤣<#>🎲 Kamu Mendapatkan Angka *4*\n\nKamu Lumayan Beruntung 😱","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv","none","Chanel Nya Mana Ngab?...","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv antv","none","00.30 WIB – Berkah Hoe Shopping\n\n01.30 WIB – Cansu & Hazal\n\n02.30 WIB – Cinta Azize\n\n03.30 WIB – Roy Kiyoshi Anak Indigo\n\n04.30 WIB – Grizzy and The Lemmings\n\n05.30 WIB – Little Krishna\n\n07.30 WIB – Vir The Robbot Boy\n\n08.00 WIB – Si AA\n\n08.30 WIB – The Adventures of Hatim\n\n09.00 WIB – Chandra Nandini\n\n09.30 WIB – Shiva Ki Premgatha\n\n10.00 WIB – Jodha Akbar\n\n11.30 WIB – Uttaran\n\n16.00 WIB – Naagin 2\n\n17.30 WIB – Nazar\n\n19.30 WIB – Radha Krishna\n\n21.00 WIB – Aku Bukan Dia\n\n23.00 WIB – Ratu Sakti Calon Arang***","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv gtv","none","03:00 Jeany & Soun Miun\n\n04:00 Buletin iNews Pagi (L)\n\n04:30 Ragam Cerita\n\n05:30 Turis Rempong\n\n06:00 Zak Storm\n\n06:30 SpongeBob SquarePants Movie\n\n08:00 SpongeBob SquarePants Movie\n\n09:30 Obsesi (L)\n\n10:00 Buletin iNews Siang (L)\n\n11:00 SpongeBob SquarePants Movie\n\n12:30 SpongeBob SquarePants Movie\n\n15:00 Sasuke Ninja Warior Indonesia\n\n17:00 Kisah Viral\n\n19:00 The Next Didi Kempot\n\n21:30 The Purge: Election Year\n\n23:00 Menebar Berkah Ala Bensu","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv mnctv","none","03:30 Bang Ipul Boyband Dangdut\n\n04:30 Lintas iNews Pagi\n\n05:00 Best Of Siraman Qolbu\n\n05:30 Siraman Qolbu, Ustadz Dhanu\n\n07:00 Upin & Ipin\n\n09:00 Kun Anta\n\n10:45 Seleb On News\n\n11:20 MNC Shop\n\n11:30 Lintas iNews Siang\n\n12:00 Upin & Ipin\n\n14:00 Cubit-Cubitan\n\n16:30 Upin & Ipin\n\n18:00 Upin & Ipin\n\n19:30 Pulung\n\n20:50 Kembalinya Raden Kian Santang\n\n22:50 Naga Merah","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv indosiar","none","00:00 Tukul Arwana One Man Show\n\n02:00 Patroli Malam\n\n02:30 Fokus Malam\n\n03:00 Badai Menerjang Si Pengkhianat\n\n04:00 Mukjizat Masih Ada\n\n04:30 Fokus Pagi\n\n06:00 Tasbih\n\n06:30 Legend Of The Blue Sea\n\n07:30 Berkah Gadis Buta Penjual Tahu\n\n09:00 Hot Kiss\n\n10:30 Patroli\n\n11:00 Fokus\n\n11:30 Aku Terjebak Menikah Dengan...\n\n13:30 Hati Mulia Ibu Penjual...\n\n15:00 Aku Dimanfaatkan Suamiku\n\n16:30 Aku Bertahan Meski Tertekan\n\n18:30 Aku Ingin Dicintai Sebagai...","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#jadwaltv tvri","none","01:30 Revolutionary Love\n\n02:30 CNN Indonesia Connected\n\n03:00 Program Dini Hari\n\n04:30 Program Dini Hari\n\n05:00 Islam Itu Indah\n\n06:30 Insert Pagi (L)\n\n07:30 CNN Indonesia Good Morning\n\n08:30 Pagi-Pagi Ambyar\n\n10:00 Kopi Viral\n\n11:30 Insert Siang\n\n12:30 Brownis (Obrowlan Manis)\n\n14:00 Rumpi: No Secret\n\n15:00 Insert Today\n\n16:00 CNN Indonesia News Update\n\n17:00 Bikin Laper\n\n18:00 Keluarga Bosque\n\n19:00 CNN Indonesia Prime News\n\n20:00 Santuy Malam\n\n21:30 Bioskop Trans TV : The Colony\n\n23:30 Bioskop Trans TV : Insidious","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"*#bisakah//#bisakah*","normal","Pertanyaan: *%message%*\n\n*Tidak*<#>Pertanyaan: *%message%*\n\n*Iya*<#>Pertanyaan: *%message%*\n\n*Coba Ulangi....*","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"*#rate//#rate*","normal","Pertanyaan: *%message%*\n\n1%<#>Pertanyaan: *%message%*\n\n15%<#>Pertanyaan: *%message%*\n\n20%<#>Pertanyaan: *%message%*\n\n35%<#>Pertanyaan: *%message%*\n\n50%<#>Pertanyaan: *%message%*\n\n65%<#>Pertanyaan: *%message%*\n\n80%<#>Pertanyaan: *%message%*\n\n90%<#>Pertanyaan: *%message%*\n\n100%","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#puisi","none","Ilustrasi menulis\nIlustrasi menulis. (dok. pixabay.com/Asnida Riani)\n1. Jarum Jam\n\nOleh: Ranita Ningrum\n\n \n\nJarum jam masih berdenting\n\nAku terdiam tak sanggup bergeming\n\nBerdiri ataukah kembali terbaring\n\nBagaikan kayu yang sudah kering\n\n \n\nJarum jam masih berdenting\n\nAku masih terdiam berbaring\n\nMeratapi nasib yang demikian menggiring\n\nMenggiringku ke pusatnya, hingga kepala ini pusing\n\n \n\nJarum jam masih berdenting\n\nAku memberanikan diri untuk berontak\n\nAku tak mau lagi terdiam berbaring\n\nKarena aku makhluk yang berotak<#>Share :     Copy Link\nlogo\nLIGA INGGRIS	\nJelang Super Sunday besok, Arsenal vs Man. United, Sabtu malam ini Man. City menjamu Sheff. United. Klik di sini!\nHomeRagam\nKumpulan Puisi tentang Kehidupan, Jadi Perenungan dan Pembelajaran\nOleh Rheza Aditya Gradianto pada 07 Agu 2020, 15:20 WIB\nIlustrasi Menulis Puisi\nIlustrasi puisi. (dok. Foto Álvaro Serrano/Unsplash)\n\nBola.com, Jakarta - Ada banyak tema puisi yang sering dijumpai dan baca di berbagai media cetak atau onile, satu di antaranya puisi tentang kehidupan.\n\nSesuai tema yang diangkat, puisi tentang kehidupan biasanya menggambarkan bagaimana kehidupan manusia yang dipenuhi dengan banyak dinamika, yang membuat hidup menjadi lebih berwarna.\n\nKehidupan yang misterius karena kita tak pernah tahu apa yang akan terjadi di masa depan, kehidupan yang tak hanya berisi kegembiraan namun juga kesedihan dan air mata, kehidupan yang tak selalu lurus namun penuh liku, menjadi sumber inspirasi bagi banyak kalangan untuk dituangkan dalam bentuk puisi.\n\nMereka yang piawai membuat puisi, bisa mendapatkan banyak inspirasi atas apa yang terjadi dalam hidup untuk menjadi sebuah karya.\n\nSementara yang lain, yang tak memiliki bakat menuangkan perasaan ke dalam bentuk puisi, bisa menikmati karya-karya sastra ini.\n\nMencoba memahami kehidupan melalui puisi bisa menjadi satu di antara cara untuk mengisi waktu. Tak hanya terhibur dengan keindahan puisi, kamu juga bisa merenungkan makna di balik puisi itu.\n\nPuisi tentang kehidupan dapat kamu jadikan sebagai sebuah pelajaran mengenai kehidupan yang dipenuhi dengan banyak cerita.\n\nBerikut kumpulan puisi tentang kehidupan, seperti dirangkum dari Romadecade dan Mypurohith, Jumat (7/8/2020).\n\n\n2 dari 4 halaman\nKumpulan Puisi tentang Kehidupan\nIlustrasi menulis\nIlustrasi menulis. (dok. pixabay.com/Asnida Riani)\n1. Jarum Jam\n\nOleh: Ranita Ningrum\n\n \n\nJarum jam masih berdenting\n\nAku terdiam tak sanggup bergeming\n\nBerdiri ataukah kembali terbaring\n\nBagaikan kayu yang sudah kering\n\n \n\nJarum jam masih berdenting\n\nAku masih terdiam berbaring\n\nMeratapi nasib yang demikian menggiring\n\nMenggiringku ke pusatnya, hingga kepala ini pusing\n\n \n\nJarum jam masih berdenting\n\nAku memberanikan diri untuk berontak\n\nAku tak mau lagi terdiam berbaring\n\nKarena aku makhluk yang berotak\n\n \n\n2. Derita\n\nOleh: Sarah Andriani Saputri\n\n \n\nTak tahu sampai kapan\n\nJalan yang ku tempuh ini sampai di ujung\n\n \n\nLelah... Aku merasa lelah\n\nDengan jalan yang aku tapaki\n\nMungkin memang harus ku kemudikan dengan baik\n\nAgar sampai di tujuan sesuai keinginan\n\n \n\nTapi, bisa kah diri ku?\n\nBisakah kemudi itu berkolaborasi dengan pikiran ku ini?\n\nAtaukah kemudi itu yang bisa membawa ku ke jalan yang benar?\n\n \n\nTuhan... Ada kah seseorang yang Kau siapkan untuk ku\n\nUntuk bersama menopang beban yang ku pikul ini\n\nAgar mau ku bagi kesedihan ku\n\nMau ku bagi derita ku\n\n \n\nTak tahu apa lagi yang bisa ku lakukan\n\nAku\n\nWanita yang penuh dosa\n\nYang berharap Kau mau menunjukkan\n\nKuasa-Mu itu untuk ku<#>Sejak awal kumemulai mengenal dunia\n\nSejak itu juga kumemulai memahami arti hidup\n\nBanyak kisah yang telah aku lewati\n\nDemi mengejar impian\n\n \n\nSemua kisah itu tak dapat ku lupakan dari memoriku\n\nTentang perjuangan kehidupanku untuk meraih impianku\n\nWalau banyak rintangan yang harus dihadapi\n\nNamun bukan itu yang membuatku harus menyerah\n\n \n\nKarna kehidupan ini butuh kerja keras dan pengorbanan yang luar biasa\n\nMaka itu tak ada kata menyerah sebelum mencapai impian yang penuh harapan<#>Jangan sangka, kehidupan selalu bahagia\n\nJangan dipikir, hidup hanya enak-enak saja\n\nJika kau berpikir hanya sampai itu saja\n\nMaka, kau perlu melihat luasnya dunia\n\n \n\nBanyak orang yang ingin menjatuhkan\n\nTutur katanya yang menyakitkan\n\nSehingga tak jarang membuat hidup berantakan\n\nItulah hidup, butuh sebuah perjuangan\n\n \n\nJangan sampai kau merasa terlena\n\nDengan kehidupan yang fana\n\nSuatu ketika akan datang sebuah luka\n\nDan kau harus pasang kuda-kuda\n\n \n\nHidup butuh perjuangan\n\nDi mana kau tak hanya bisa berpangku tangan\n\nNamun harus berani dalam mengambil keputusan\n\nJika kau benar, kau akan bertemu kesuksesan\n\nSehingga kehidupan mu akan lebih nyaman<#>Ode berisi pujian kepada seseorang, bangsa, dewa, atau yang dianggap mulia. Contohnya puisi karya Sanusi Pane (1963) berjudul Teratai yang ditujukan kepada Ki Hajar Dewantara berikut:\n\nDalam kebun di tanah airku\nTumbuh sekuntum bunga teratai;\nTersembunyi kembang indah permai.\nTak terlihat orang yang lalu.\n\nAkhirnya tumbuh di hati dunia,\nDaun bersemi Laksmi mengarang,\nBiarpun ia diabaikan orang,\nSerodja kembang gemilang mulia.\n\nTeruslah, o Teratai Bahagia,\nBerseri di kebun Indonesia.\nBiar sedikit penjaga taman.\n\nBiarpun engkau tidak dilihat,\nBiarpun engkau tidak diminat,\nEngkau pun turut menjaga Zaman.<#>Awalnya sajak himne terbatas pada pujian untuk Tuhan. Seiring berjalannya waktu, sajak himne juga ditujukan untuk bangsa, pahwalan, tanah air, dan sebagainya. Contohnya puisi karya Chairil Anwar berjudul Isa (1959) berikut:\n\nItu tubuh\nmengucur darah\nmengucur darah\n\nrubuh\npatah\nmendampar tanya: aku salah?\n\nKulihat Tubuh mengucur darah\naku berkaca dalam darah\n\nterbayang terang di mata masa\nbertukar rupa ini segera\n\nmengatup luka\naku bersuka\n\nIa Tubuh\nmengucur darah.\nmengucur darah.<#>Pahlawan Pandemi\n\nMereka bekerja baik siang maupun malam\nMenyimpan lelah dalam-dalam\n\nMereka tak bisa berkumpul bersama keluarga\nDemi menyelamatkan banyak raga\n\nMereka satu per satu gugur\nNamun semangatnya tak pernah luntur\n\nMereka berkorban susah payah\nKita bantu dengan tetap di rumah<#>aku kadang kala merasa\nlebih hebat dari pada orang lain\nmerasa paling super diantara teman\n\njangan memendam sifat sok seperti ini\nkan merugikan diri sendiri \n\nsepandai-pandai tupai melompat\nsuatu saat terjatuh juga, kena batunya\n\ningat kata pepatah lama\ndi atas langit masih ada langit...","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
